"","GeneID","Chr","Start","End","Strand","Length"
"1970","gene-YGL065C","NC_001139.9","379760","381271","-",1512
"1971","gene-YGL066W","NC_001139.9","377609","379582","+",1974
"1972","gene-YGL067W","NC_001139.9","376101","377255","+",1155
"1973","gene-YGL068W","NC_001139.9","375087","375671","+",585
"1974","gene-YGL070C","NC_001139.9","374459","374827","-",369
"1975","gene-YGL071W","NC_001139.9","372012","374084","+",2073
"1976","gene-YGL073W","NC_001139.9","368753","371254","+",2502
"1977","gene-YGL075C","NC_001139.9","366925","368088","-",1164
"1978","gene-YGL076C","NC_001139.9;NC_001139.9;NC_001139.9","364335;365433;365986","364964;365526;365996","-;-;-",735
"1979","gene-YGL077C","NC_001139.9","362225","363916","-",1692
"1980","gene-YGL078C","NC_001139.9","360288","361859","-",1572
"1981","gene-YGL079W","NC_001139.9","359444","360100","+",657
"1982","gene-YGL080W","NC_001139.9","358636","359028","+",393
"1983","gene-YGL081W","NC_001139.9","357377","358339","+",963
"1984","gene-YGL082W","NC_001139.9","355827","356972","+",1146
"1985","gene-YGL083W","NC_001139.9","353058","355472","+",2415
"1986","gene-YGL084C","NC_001139.9","350616","352298","-",1683
"1987","gene-YGL085W","NC_001139.9","349616","350440","+",825
"1988","gene-YGL086W","NC_001139.9","347119","349368","+",2250
"1989","gene-YGL087C","NC_001139.9;NC_001139.9","346406;346894","346808;346904","-;-",414
"1990","gene-YGL088W","NC_001139.9","345836","346201","+",366
"1991","gene-YGL089C","NC_001139.9","344791","345153","-",363
"1992","gene-YGL090W","NC_001139.9","343319","344584","+",1266
"1993","gene-YGL091C","NC_001139.9","342056","343042","-",987
"1994","gene-YGL092W","NC_001139.9","337906","341859","+",3954
"1995","gene-YGL093W","NC_001139.9","334886","337639","+",2754
"1996","gene-YGL094C","NC_001139.9","331118","334465","-",3348
"1997","gene-YGL095C","NC_001139.9","328874","330607","-",1734
"1998","gene-YGL096W","NC_001139.9","325331","326161","+",831
"1999","gene-YGL097W","NC_001139.9","321782","323230","+",1449
"2000","gene-YGL098W","NC_001139.9","317342","318079","+",738
"2001","gene-YGL099W","NC_001139.9","314631","316553","+",1923
"2002","gene-YGL100W","NC_001139.9","313234","314283","+",1050
"2003","gene-YGL101W","NC_001139.9","312193","312840","+",648
"2004","gene-YGL103W","NC_001139.9;NC_001139.9","310967;311527","311015;311927","+;+",450
"2005","gene-YGL104C","NC_001139.9","308713","310173","-",1461
"2006","gene-YGL105W","NC_001139.9","307437","308567","+",1131
"2007","gene-YGL106W","NC_001139.9","306560","307009","+",450
"2008","gene-YGL107C","NC_001139.9","304333","306273","-",1941
"2009","gene-YGL108C","NC_001139.9","303649","304071","-",423
"2010","gene-YGL110C","NC_001139.9","301537","303411","-",1875
"2011","gene-YGL111W","NC_001139.9","299978","301369","+",1392
"2012","gene-YGL112C","NC_001139.9","298178","299728","-",1551
"2013","gene-YGL113W","NC_001139.9","295932","297938","+",2007
"2014","gene-YGL114W","NC_001139.9","293460","295637","+",2178
"2015","gene-YGL115W","NC_001139.9","292033","293001","+",969
"2016","gene-YGL116W","NC_001139.9","289809","291641","+",1833
"2017","gene-YGL117W","NC_001139.9","288512","289309","+",798
"2018","gene-YGL118C","NC_001139.9","288014","288451","-",438
"2019","gene-YGL119W","NC_001139.9","284442","285947","+",1506
"2020","gene-YGL120C","NC_001139.9","281634","283937","-",2304
"2021","gene-YGL121C","NC_001139.9","280777","281157","-",381
"2022","gene-YGL122C","NC_001139.9","278946","280523","-",1578
"2023","gene-YGL123W","NC_001139.9","277617","278381","+",765
"2024","gene-YGL124C","NC_001139.9","274780","276714","-",1935
"2025","gene-YGL125W","NC_001139.9","272520","274322","+",1803
"2026","gene-YGL126W","NC_001139.9","270997","272139","+",1143
"2027","gene-YGL127C","NC_001139.9","270392","270775","-",384
"2028","gene-YGL128C","NC_001139.9","269293","270144","-",852
"2029","gene-YGL129C","NC_001139.9","267723","269075","-",1353
"2030","gene-YGL130W","NC_001139.9","266145","267524","+",1380
"2031","gene-YGL131C","NC_001139.9","261648","265859","-",4212
"2032","gene-YGL133W","NC_001139.9","257707","261501","+",3795
"2033","gene-YGL134W","NC_001139.9","255663","256964","+",1302
"2034","gene-YGL135W","NC_001139.9","254641","255294","+",654
"2035","gene-YGL136C","NC_001139.9","252897","253859","-",963
"2036","gene-YGL137W","NC_001139.9;NC_001139.9","249869;250087","249886;252738","+;+",2670
"2037","gene-YGL138C","NC_001139.9","248494","249531","-",1038
"2038","gene-YGL139W","NC_001139.9","245716","248124","+",2409
"2039","gene-YGL140C","NC_001139.9","241353","245012","-",3660
"2040","gene-YGL141W","NC_001139.9","238353","241085","+",2733
"2041","gene-YGL142C","NC_001139.9","236269","238119","-",1851
"2042","gene-YGL143C","NC_001139.9","234717","235958","-",1242
"2043","gene-YGL144C","NC_001139.9","232450","234507","-",2058
"2044","gene-YGL145W","NC_001139.9","230243","232348","+",2106
"2045","gene-YGL146C","NC_001139.9","228751","229686","-",936
"2046","gene-YGL147C","NC_001139.9","227754","228329","-",576
"2047","gene-YGL148W","NC_001139.9","226399","227529","+",1131
"2048","gene-YGL149W","NC_001139.9","225572","225877","+",306
"2049","gene-YGL150C","NC_001139.9","221104","225573","-",4470
"2050","gene-YGL151W","NC_001139.9","217524","220922","+",3399
"2051","gene-YGL153W","NC_001139.9","216273","217298","+",1026
"2052","gene-YGL154C","NC_001139.9","215278","216096","-",819
"2053","gene-YGL155W","NC_001139.9","214081","215211","+",1131
"2054","gene-YGL156W","NC_001139.9","210416","213667","+",3252
"2055","gene-YGL157W","NC_001139.9","209006","210049","+",1044
"2056","gene-YGL158W","NC_001139.9","207033","208571","+",1539
"2057","gene-YGL159W","NC_001139.9","202721","203833","+",1113
"2058","gene-YGL160W","NC_001139.9","200561","202273","+",1713
"2059","gene-YGL161C","NC_001139.9","199210","200142","-",933
"2060","gene-YGL162W","NC_001139.9","198138","199037","+",900
"2061","gene-YGL163C","NC_001139.9","193707","196403","-",2697
"2062","gene-YGL164C","NC_001139.9","191978","193300","-",1323
"2063","gene-YGL166W","NC_001139.9","191129","191806","+",678
"2064","gene-YGL167C","NC_001139.9","187616","190468","-",2853
"2065","gene-YGL168W","NC_001139.9","187464","187796","+",333
"2066","gene-YGL169W","NC_001139.9","186059","187339","+",1281
"2067","gene-YGL170C","NC_001139.9","184153","185394","-",1242
"2068","gene-YGL171W","NC_001139.9","182390","184084","+",1695
"2069","gene-YGL172W","NC_001139.9","180700","182118","+",1419
"2070","gene-YGL173C","NC_001139.9","175527","180113","-",4587
"2071","gene-YGL174W","NC_001139.9","174545","175345","+",801
"2072","gene-YGL175C","NC_001139.9","173285","174322","-",1038
"2073","gene-YGL176C","NC_001139.9","171415","173079","-",1665
"2074","gene-YGL178W","NC_001139.9;NC_001139.9","167352;167995","167354;170571","+;+",2580
"2075","gene-YGL179C","NC_001139.9","163409","165091","-",1683
"2076","gene-YGL180W","NC_001139.9","160065","162758","+",2694
"2077","gene-YGL181W","NC_001139.9","157906","159096","+",1191
"2078","gene-YGL183C","NC_001139.9;NC_001139.9","156543;157283","157199;157285","-;-",660
"2079","gene-YGL184C","NC_001139.9","154615","156012","-",1398
"2080","gene-YGL185C","NC_001139.9","153167","154306","-",1140
"2081","gene-YGL186C","NC_001139.9","151037","152776","-",1740
"2082","gene-YGL187C","NC_001139.9","149704","150171","-",468
"2083","gene-YGL188C-A","NC_001139.9","148824","148964","-",141
"2084","gene-YGL189C","NC_001139.9","148229","148588","-",360
"2085","gene-YGL190C","NC_001139.9","145809","147389","-",1581
"2086","gene-YGL191W","NC_001139.9","144808","145197","+",390
"2087","gene-YGL192W","NC_001139.9","142246","144048","+",1803
"2088","gene-YGL193C","NC_001139.9","141916","142227","-",312
"2089","gene-YGL194C","NC_001139.9","140368","141726","-",1359
"2090","gene-YGL194C-A","NC_001139.9","139719","139961","-",243
"2091","gene-YGL195W","NC_001139.9","131525","139543","+",8019
"2092","gene-YGL196W","NC_001139.9","129883","131169","+",1287
"2093","gene-YGL197W","NC_001139.9","124698","129161","+",4464
"2094","gene-YGL198W","NC_001139.9","123591","124298","+",708
"2095","gene-YGL200C","NC_001139.9","122694","123305","-",612
"2096","gene-YGL201C","NC_001139.9","117854","120907","-",3054
"2097","gene-YGL202W","NC_001139.9","116059","117561","+",1503
"2098","gene-YGL203C","NC_001139.9","112475","114664","-",2190
"2099","gene-YGL204C","NC_001139.9","111700","112005","-",306
"2100","gene-YGL205W","NC_001139.9","108158","110404","+",2247
"2101","gene-YGL206C","NC_001139.9","102543","107504","-",4962
"2102","gene-YGL207W","NC_001139.9","98969","102076","+",3108
"2103","gene-YGL208W","NC_001139.9","97338","98585","+",1248
"2104","gene-YGL209W","NC_001139.9","95858","97006","+",1149
"2105","gene-YGL210W","NC_001139.9","93792","94460","+",669
"2106","gene-YGL211W","NC_001139.9","92512","93591","+",1080
"2107","gene-YGL212W","NC_001139.9","91432","92382","+",951
"2108","gene-YGL213C","NC_001139.9","90054","91247","-",1194
"2109","gene-YGL215W","NC_001139.9","87981","89339","+",1359
"2110","gene-YGL216W","NC_001139.9","84885","87302","+",2418
"2111","gene-YGL219C","NC_001139.9","82878","84257","-",1380
"2112","gene-YGL220W","NC_001139.9","82374","82736","+",363
"2113","gene-YGL221C","NC_001139.9","81426","82292","-",867
"2114","gene-YGL222C","NC_001139.9","80659","81186","-",528
"2115","gene-YGL223C","NC_001139.9","79112","80365","-",1254
"2116","gene-YGL224C","NC_001139.9","78015","78857","-",843
"2117","gene-YGL225W","NC_001139.9","76894","77907","+",1014
"2118","gene-YGL226C-A","NC_001139.9;NC_001139.9","72749;73138","72988;73158","-;-",261
"2119","gene-YGL226W","NC_001139.9","73340","73711","+",372
"2120","gene-YGL227W","NC_001139.9","69671","72547","+",2877
"2121","gene-YGL228W","NC_001139.9","67598","69331","+",1734
"2122","gene-YGL229C","NC_001139.9","64503","66959","-",2457
"2123","gene-YGL230C","NC_001139.9","63772","64215","-",444
"2124","gene-YGL231C","NC_001139.9","63048","63620","-",573
"2125","gene-YGL232W","NC_001139.9;NC_001139.9","62075;62190","62131;63002","+;+",870
"2126","gene-YGL233W","NC_001139.9","59122","61854","+",2733
"2127","gene-YGL234W","NC_001139.9","56482","58890","+",2409
"2128","gene-YGL235W","NC_001139.9","55279","55815","+",537
"2129","gene-YGL236C","NC_001139.9","53787","55796","-",2010
"2130","gene-YGL237C","NC_001139.9","52731","53528","-",798
"2131","gene-YGL238W","NC_001139.9","49552","52434","+",2883
"2132","gene-YGL240W","NC_001139.9","48613","49365","+",753
"2133","gene-YGL241W","NC_001139.9","45445","48459","+",3015
"2134","gene-YGL242C","NC_001139.9","44652","45197","-",546
"2135","gene-YGL243W","NC_001139.9","43307","44509","+",1203
"2136","gene-YGL244W","NC_001139.9","41498","43174","+",1677
"2137","gene-YGL245W","NC_001139.9","39023","41149","+",2127
"2138","gene-YGL246C","NC_001139.9","37617","38780","-",1164
"2139","gene-YGL247W","NC_001139.9","36933","37526","+",594
"2140","gene-YGL248W","NC_001139.9","35653","36762","+",1110
"2141","gene-YGL249W","NC_001139.9","33098","35212","+",2115
"2142","gene-YGL250W","NC_001139.9","31910","32635","+",726
"2143","gene-YGL251C","NC_001139.9;NC_001139.9","27921;31579","31426;31636","-;-",3564
"2144","gene-YGL252C","NC_001139.9","25718","27484","-",1767
"2145","gene-YGL253W","NC_001139.9","23935","25395","+",1461
"2146","gene-YGL254W","NC_001139.9","22304","23203","+",900
"2147","gene-YGL255W","NC_001139.9","20978","22108","+",1131
"2148","gene-YGL256W","NC_001139.9","15159","16307","+",1149
"2149","gene-YGL257C","NC_001139.9","12481","14157","-",1677
"2150","gene-YGL258W","NC_001139.9","11110","11730","+",621
"2151","gene-YGL258W-A","NC_001139.9","9162","9395","+",234
"2152","gene-YGL259W","NC_001139.9","8470","8967","+",498
"2153","gene-YGL260W","NC_001139.9","6860","7090","+",231
"2154","gene-YGL261C","NC_001139.9","6290","6652","-",363
"2155","gene-YGL262W","NC_001139.9","5312","5839","+",528
"2156","gene-YGL263W","NC_001139.9","2790","3932","+",1143
"2157","gene-YGR001C","NC_001139.9;NC_001139.9;NC_001139.9","497133;497459;498000","497365;497937;498034","-;-;-",747
"2158","gene-YGR002C","NC_001139.9","498476","499906","-",1431
"2159","gene-YGR003W","NC_001139.9","500132","502366","+",2235
"2160","gene-YGR004W","NC_001139.9","502938","504326","+",1389
"2161","gene-YGR005C","NC_001139.9","504657","505859","-",1203
"2162","gene-YGR006W","NC_001139.9","506070","506825","+",756
"2163","gene-YGR007W","NC_001139.9","506969","507940","+",972
"2164","gene-YGR008C","NC_001139.9","508110","508364","-",255
"2165","gene-YGR009C","NC_001139.9","509047","511002","-",1956
"2166","gene-YGR010W","NC_001139.9","511545","512732","+",1188
"2167","gene-YGR012W","NC_001139.9","513159","514340","+",1182
"2168","gene-YGR013W","NC_001139.9","514554","516416","+",1863
"2169","gene-YGR014W","NC_001139.9","516943","520863","+",3921
"2170","gene-YGR015C","NC_001139.9","521090","522076","-",987
"2171","gene-YGR016W","NC_001139.9","522261","522833","+",573
"2172","gene-YGR017W","NC_001139.9","523787","524680","+",894
"2173","gene-YGR018C","NC_001139.9","524365","524694","-",330
"2174","gene-YGR019W","NC_001139.9","525229","526644","+",1416
"2175","gene-YGR020C","NC_001139.9","526973","527329","-",357
"2176","gene-YGR021W","NC_001139.9","527632","528504","+",873
"2177","gene-YGR023W","NC_001139.9","529264","530919","+",1656
"2178","gene-YGR024C","NC_001139.9","531883","532596","-",714
"2179","gene-YGR025W","NC_001139.9","532639","532941","+",303
"2180","gene-YGR026W","NC_001139.9","532985","533821","+",837
"2181","gene-YGR027C","NC_001139.9","534132","534458","-",327
"2182","gene-YGR027W-A","NC_001139.9","536057","537379","+",1323
"2183","gene-YGR027W-B","NC_001139.9","536057","541325","+",5269
"2184","gene-YGR028W","NC_001139.9","542203","543291","+",1089
"2185","gene-YGR029W","NC_001139.9;NC_001139.9","543553;543722","543638;544205","+;+",570
"2186","gene-YGR030C","NC_001139.9","545681","546157","-",477
"2187","gene-YGR031C-A","NC_001139.9","546809","547300","-",492
"2188","gene-YGR031W","NC_001139.9","546441","547469","+",1029
"2189","gene-YGR032W","NC_001139.9","548264","553951","+",5688
"2190","gene-YGR033C","NC_001139.9","554248","554967","-",720
"2191","gene-YGR034W","NC_001139.9;NC_001139.9","555812;556308","555830;556672","+;+",384
"2192","gene-YGR035C","NC_001139.9","557072","557422","-",351
"2193","gene-YGR035W-A","NC_001139.9","557565","557786","+",222
"2194","gene-YGR036C","NC_001139.9","558149","558868","-",720
"2195","gene-YGR037C","NC_001139.9","559731","559994","-",264
"2196","gene-YGR038C-A","NC_001139.9","566145","567467","-",1323
"2197","gene-YGR038C-B","NC_001139.9","562199","567467","-",5269
"2198","gene-YGR038W","NC_001139.9","560682","561350","+",669
"2199","gene-YGR039W","NC_001139.9","574888","575199","+",312
"2200","gene-YGR040W","NC_001139.9","575398","576504","+",1107
"2201","gene-YGR041W","NC_001139.9","577487","579130","+",1644
"2202","gene-YGR042W","NC_001139.9","579476","580291","+",816
"2203","gene-YGR043C","NC_001139.9","580435","581436","-",1002
"2204","gene-YGR044C","NC_001139.9","582990","583892","-",903
"2205","gene-YGR045C","NC_001139.9","583934","584296","-",363
"2206","gene-YGR046W","NC_001139.9","584895","586052","+",1158
"2207","gene-YGR047C","NC_001139.9","586392","589469","-",3078
"2208","gene-YGR048W","NC_001139.9","589826","590911","+",1086
"2209","gene-YGR049W","NC_001139.9","591314","591877","+",564
"2210","gene-YGR050C","NC_001139.9","592086","592442","-",357
"2211","gene-YGR052W","NC_001139.9","593596","594705","+",1110
"2212","gene-YGR053C","NC_001139.9","594986","595837","-",852
"2213","gene-YGR054W","NC_001139.9","596693","598621","+",1929
"2214","gene-YGR055W","NC_001139.9","599417","601141","+",1725
"2215","gene-YGR056W","NC_001139.9","601661","604447","+",2787
"2216","gene-YGR057C","NC_001139.9","604773","605501","-",729
"2217","gene-YGR058W","NC_001139.9","606136","607143","+",1008
"2218","gene-YGR059W","NC_001139.9","607563","609101","+",1539
"2219","gene-YGR060W","NC_001139.9","610564","611493","+",930
"2220","gene-YGR061C","NC_001139.9","611889","615965","-",4077
"2221","gene-YGR062C","NC_001139.9","616328","617278","-",951
"2222","gene-YGR063C","NC_001139.9","617516","617824","-",309
"2223","gene-YGR065C","NC_001139.9","618077","619858","-",1782
"2224","gene-YGR066C","NC_001139.9","620921","621799","-",879
"2225","gene-YGR067C","NC_001139.9","622372","624786","-",2415
"2226","gene-YGR068C","NC_001139.9","625324","627084","-",1761
"2227","gene-YGR070W","NC_001139.9","627806","631273","+",3468
"2228","gene-YGR071C","NC_001139.9","631481","634063","-",2583
"2229","gene-YGR072W","NC_001139.9","634304","635467","+",1164
"2230","gene-YGR074W","NC_001139.9","635712","636152","+",441
"2231","gene-YGR075C","NC_001139.9","636147","636875","-",729
"2232","gene-YGR076C","NC_001139.9","637104","637577","-",474
"2233","gene-YGR077C","NC_001139.9","637744","639513","-",1770
"2234","gene-YGR078C","NC_001139.9","639772","640371","-",600
"2235","gene-YGR079W","NC_001139.9","640720","641832","+",1113
"2236","gene-YGR080W","NC_001139.9","642010","643008","+",999
"2237","gene-YGR081C","NC_001139.9","643148","643780","-",633
"2238","gene-YGR082W","NC_001139.9","644044","644595","+",552
"2239","gene-YGR083C","NC_001139.9","644860","646815","-",1956
"2240","gene-YGR084C","NC_001139.9","647123","648142","-",1020
"2241","gene-YGR085C","NC_001139.9","648383","648907","-",525
